Gene Name,Gene Symbol,Chromosome,Entrez GeneId,NCBI Accession Number,MGI Marker AccessionId,SwissProt Accession Number,GENSAT Number
"v-rel reticuloendotheliosis viral oncogene homolog A (avian)","Rela","19","19697","NM_009045","MGI:103290","Q04207",""
"avian reticuloendotheliosis viral (v-rel) oncogene related B","Relb","7","19698","NM_009046","MGI:103289","Q04863",""
"reelin","Reln","5","19699","NM_011261","MGI:103022","Q60841","G00404"
"rad and gem related GTP binding protein 1","Rem1","2","19700","NM_009047","MGI:1097696","O35929",""
"rad and gem related GTP binding protein 2","Rem2","14","140743","NM_080726","MGI:2155260","Q8VEL9",""
"renin 1 structural","Ren1","1","19701","NM_031192","MGI:97898","P06281",""
"renin 2 tandem duplication of Ren1","Ren2","1","19702","NM_031193","MGI:97899","P00796",""
"renin binding protein","Renbp","X","19703","NM_023132","MGI:105940","P82343",""
"replication initiator 1","Repin1","6","58887","NM_175099","MGI:1889817","",""
"RalBP1 associated Eps domain containing protein","Reps1","10","19707","NM_009048","MGI:1196373","O54916",""
"RALBP1 associated Eps domain containing protein 2","Reps2","X","194590","NM_178256","MGI:2663511","Q80XA6",""
"RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)","Rer1","4","67830","NM_026395","MGI:1915080","Q9CQU3",""
"arginine glutamic acid dipeptide (RE) repeats","Rere","4","68703","XM_204015","MGI:2683486","Q80TZ9",""
"RAS-like, estrogen-regulated, growth-inhibitor","Rerg","6","232441","NM_181988","MGI:2665139","Q8R367",""
"regulated endocrine-specific protein 18","Resp18","1","19711","NM_009049","MGI:1098222","P47939","G01126"
"RE1-silencing transcription factor","Rest","5","19712","NM_011263","","","G00119"
"resistin","Retn","8","57264","NM_022984","MGI:1888506","Q99P87",""
"resistin like gamma","Retnlg","16","245195","NM_181596","MGI:2667763","",""
"retinol saturase (all trans retinol 13,14 reductase)","Retsat","6","67442","NM_026159","MGI:1914692","Q64FW2",""
"REV1-like (S. cerevisiae)","Rev1l","1","56210","NM_019570","MGI:1929074","Q920Q2",""
"REV3-like, catalytic subunit of DNA polymerase zeta RAD54 like (S. cerevisiae)","Rev3l","10","19714","NM_011264","MGI:1337131","Q61493",""
"REX1, RNA exonuclease 1 homolog (S. cerevisiae)","Rexo1","10","66932","NM_025852","MGI:1914182","Q7TT28","G00448"
"REX2, RNA exonuclease 2 homolog (S. cerevisiae)","Rexo2","9","104444","NM_024233","MGI:1888981","Q9D8S4",""
"REX4, RNA exonuclease 4 homolog (S. cerevisiae)","Rexo4","2","227656","NM_207234","MGI:2684957","Q6PAQ4",""
"replication factor C (activator 1) 2","Rfc2","5","19718","NM_020022","MGI:1341868","Q9WUK4",""
"replication factor C (activator 1) 3","Rfc3","5","69263","XM_132528","MGI:1916513","Q8R323",""
"replication factor C (activator 1) 4","Rfc4","16","106344","NM_145480","MGI:2146571","Q99J62",""
"replication factor C (activator 1) 5","Rfc5","5","72151","XM_132348","MGI:1919401","Q9D0F6",""
"Rieske (Fe-S) domain containing","Rfesd","13","218341","NM_178916","MGI:2145198","",""
"ring finger and FYVE like domain containing protein","Rffl","11","67338","NM_001007465","MGI:1914588","Q6ZQM0",""
"riboflavin kinase","Rfk","19","54391","NM_019437","MGI:1914688","Q8CFV9",""
"ret finger protein-like 4","Rfpl4","7","192658","NM_138954","MGI:2149590","",""
"RFamide-related peptide","Rfrp","6","60531","NM_021892","MGI:1926488","Q9ESQ8",""
"RFT1 homolog (S. cerevisiae)","Rft1","14","328370","NM_177815","MGI:3607791","",""
"ring finger and WD repeat domain 2","Rfwd2","1","26374","NM_011931","MGI:1347046","Q9R1A8",""
"ring finger and WD repeat domain 3","Rfwd3","7","234736","NM_146218","MGI:2384584","",""
"regulatory factor X, 1 (influences HLA class II expression)","Rfx1","8","19724","NM_009055","MGI:105982","P48377",""
"regulatory factor X, 2 (influences HLA class II expression)","Rfx2","17","19725","NM_009056","MGI:106583","P48379",""
"regulatory factor X, 3 (influences HLA class II expression)","Rfx3","19","19726","NM_011265","MGI:106582","P48381",""
"regulatory factor X, 4 (influences HLA class II expression)","Rfx4","10","71137","NM_027689","MGI:1918387","",""
"regulatory factor X, 5 (influences HLA class II expression)","Rfx5","3","53970","NM_017395","MGI:1858421","",""
"regulatory factor X, 5 (influences HLA class II expression)","Rfx5","3","53970","TC1514152","MGI:1858421","",""
"regulatory factor X-associated ankyrin-containing protein","Rfxank","8","19727","NM_011266","MGI:1333865","Q9Z205","G01066"
"regulatory factor X-associated ankyrin-containing protein","Rfxank","8","19727","TC1413109","MGI:1333865","Q9Z205","G01066"
"regulatory factor X domain containing 1","Rfxdc1","10","320995","NM_177306","MGI:2445208","",""
"regulatory factor X domain containing 2 homolog (human)","Rfxdc2","9","319758","XM_284500","MGI:2442675","",""
"RNA (guanine-9-) methyltransferase domain containing 1","Rg9mtd1","16","52575","NM_029092","MGI:1196261","",""
"RNA (guanine-9-) methyltransferase domain containing 2","Rg9mtd2","3","108943","NM_175389","MGI:1920421","",""
"RNA (guanine-9-) methyltransferase domain containing 3","Rg9mtd3","4","69934","NM_027266","MGI:1917184","",""
"retrotransposon gag domain containing 1","Rgag1","X","209540","XM_142197","MGI:2685231","",""
"retrotransposon gag domain containing 4","Rgag4","X","331474","NM_183318","MGI:3045324","",""
"ral guanine nucleotide dissociation stimulator,-like 1","Rgl1","1","19731","NM_016846","MGI:107484","Q60695","G01777"
"ral guanine nucleotide dissociation stimulator-like 2","Rgl2","17","19732","NM_009059","MGI:107483","Q61193","G01774"
"ral guanine nucleotide dissociation stimulator-like 3","Rgl3","9","71746","NM_023622","MGI:1918996","",""
"RGM domain family, member A","Rgma","7","244058","NM_177740","MGI:2679262","Q6PCX7",""
"RGM domain family, member B","Rgmb","17","68799","NM_178615","MGI:1916049","Q7TQ33",""
"regucalcin","Rgn","X","19733","NM_009060","MGI:108024","Q64374",""
"Rho-guanine nucleotide exchange factor","Rgnef","13","110596","NM_012026","MGI:1346016","P97433",""
"retinal G protein coupled receptor","Rgr","14","57811","NM_021340","MGI:1929473","Q9Z2B3",""
"regulator of G-protein signaling 1","Rgs1","1","50778","NM_015811","MGI:1354694","Q9JL25",""
"regulator of G-protein signalling 10","Rgs10","7","67865","NM_026418","MGI:1915115","Q9CQE5","G02479"
"regulator of G-protein signaling 11","Rgs11","17","50782","XM_128488","MGI:1354739","Q9Z2H1","G02472"
"regulator of G-protein signaling 12","Rgs12","5","71729","NM_173402","MGI:1918979","","G02473"
"regulator of G-protein signaling 13","Rgs13","1","246709","NM_153171","MGI:2180585","Q8K443",""
"regulator of G-protein signaling 14","Rgs14","13","51791","NM_016758","MGI:1859709","P97492","G01781"
"regulator of G-protein signaling 16","Rgs16","1","19734","NM_011267","MGI:108407","P97428","G01782"
"regulator of G-protein signaling 17","Rgs17","10","56533","NM_019958","MGI:1927469","Q9QZB0","G02474"
"regulator of G-protein signaling 18","Rgs18","1","64214","NM_022881","MGI:1927498","Q99PG4",""
"regulator of G-protein signaling 19","Rgs19","2","56470","NM_026446","MGI:1915153","Q9CX84",""
"regulator of G-protein signaling 2","Rgs2","1","19735","NM_009061","MGI:1098271","O08849","G02477"
"regulator of G-protein signaling 20","Rgs20","1","58175","NM_021374","MGI:1929866","Q9QZB1","G02193"
"regulator of G-protein signaling 3","Rgs3","4","50780","NM_019492","MGI:1354734","Q9DC04","G02478"
"regulator of G-protein signaling 4","Rgs4","1","19736","NM_009062","MGI:108409","O08899","G02194"
"regulator of G-protein signaling 5","Rgs5","1","19737","NM_009063","MGI:1098434","O08850",""
"regulator of G-protein signaling 6","Rgs6","12","50779","NM_015812","MGI:1354730","Q9Z2H2","G02195"
"regulator of G protein signaling 7","Rgs7","1","24012","NM_011880","MGI:1346089","O54829","G01780"
"regulator of G-protein signaling 8","Rgs8","1","67792","NM_026380","MGI:108408","Q8BXT1","G00912"
"regulator of G-protein signaling 9","Rgs9","11","19739","NM_011268","MGI:1338824","O54828","G00356"
"regulator of G-protein signalling 9 binding protein","Rgs9bp","7","243923","NM_145840","MGI:2384418","","G02196"
"regulator of G-protein signaling like 1","Rgsl1","1","240816","XM_136287","MGI:2685048","",""
"Rhesus blood group-associated A glycoprotein","Rhag","17","19743","NM_011269","MGI:1202713","",""
"rhomboid domain containing 1","Rhbdd1","1","76867","NM_029777","MGI:1924117","",""
"rhomboid domain containing 2","Rhbdd2","5","215160","NM_146002","MGI:1915612","",""
"rhomboid domain containing 3","Rhbdd3","11","279766","NM_177370","MGI:2444684","Q8BP97",""
"rhomboid family 1 (Drosophila)","Rhbdf1","11","13650","NM_010117","MGI:104328","",""
"rhomboid 5 homolog 2 (Drosophila)","Rhbdf2","11","217344","NM_172572","MGI:2442473","",""
"rhomboid, veinlet-like 1 (Drosophila)","Rhbdl1","17","214951","NM_144816","MGI:2384891","Q8VC82",""
"rhomboid, veinlet-like 3 (Drosophila)","Rhbdl3","11","246104","NM_139228","MGI:2179276","P58873","G00566"
"Rhesus blood group-associated B glycoprotein","Rhbg","3","58176","NM_021375","MGI:1927379","",""
"Rhesus blood group-associated C glycoprotein","Rhcg","7","56315","NM_019799","MGI:1888517","",""
"Rh blood group, D antigen","Rhd","4","19746","NM_011270","MGI:1202882","",""
"RAS-homolog enriched in brain","Rheb","5","19744","NM_053075","MGI:97912","Q921J2","G00579"
"Ras homolog enriched in brain like 1","Rhebl1","15","69159","NM_026967","MGI:1916409","",""
"rhodopsin","Rho","6","212541","NM_145383","MGI:97914","P15409","G00442"
"ras homolog gene family, member A","Rhoa","2","11848","NM_016802","MGI:1096342","Q9QUI0","G02790"
"ras homolog gene family, member B","Rhob","12","11852","NM_007483","MGI:107949","P62746",""
"Rho-related BTB domain containing 1","Rhobtb1","10","69288","XM_125637","MGI:1916538","Q9DAK3",""
"Rho-related BTB domain containing 2","Rhobtb2","14","246710","NM_153514","MGI:2180557","Q91V93",""
"Rho-related BTB domain containing 3","Rhobtb3","13","73296","NM_028493","MGI:1920546","Q9CTN4",""
"ras homolog gene family, member C","Rhoc","3","11853","NM_007484","MGI:106028","Q62159",""
"ras homolog gene family, member D","Rhod","19","11854","NM_007485","MGI:108446","P97348",""
"ras homolog gene family, member f","Rhof","5","23912","NM_175092","MGI:1345629","Q8BYP3",""
"ras homolog gene family, member G","Rhog","7","56212","NM_019566","MGI:1928370","P84096",""
"ras homolog gene family, member H","Rhoh","5","74734","XM_132051","MGI:1921984","Q9D3G9",""
"ras homolog gene family, member J","Rhoj","12","80837","NM_023275","MGI:1931551","Q9ER71","G01253"
"ras homolog gene family, member Q","Rhoq","17","104215","NM_145491","MGI:1931553","Q8R527","G01266"
"ras homolog gene family, member T1","Rhot1","11","59040","NM_021536","MGI:1926078","Q8BG51",""
"ras homolog gene family, member T2","Rhot2","17","214952","NM_145999","MGI:2384892","Q8JZN7",""
"ras homolog gene family, member U","Rhou","8","69581","NM_133955","MGI:1916831","","G01264"
"ras homolog gene family, member V","Rhov","2","228543","NM_145530","MGI:2444227","",""
"reproductive homeobox 1","Rhox1","X","385343","NM_001025084","MGI:3580237","",""
"reproductive homeobox 10","Rhox10","X","434769","XM_486665","MGI:3580249","",""
"reproductive homeobox 11","Rhox11","X","194738","NM_198598","MGI:2681831","",""
"reproductive homeobox 4B","Rhox4b","X","57737","NM_021300","MGI:1930129","",""
"reproductive homeobox 4E","Rhox4e","X","194856","NM_201236","MGI:3613390","",""
"reproductive homeobox 5","Rhox5","X","18617","NM_008818","MGI:97538","P52651",""
"reproductive homeobox 6","Rhox6","X","19202","NM_008955","MGI:1202888","",""
"rhophilin, Rho GTPase binding protein 1","Rhpn1","15","14787","NM_008164","MGI:1098783","Q61085",""
"RIB43A domain with coiled-coils 1","Ribc1","X","66611","NM_025660","MGI:1913861","",""
"RIB43A domain with coiled-coils 2","Ribc2","15","67747","XM_283290","MGI:1914997","",""
"resistance to inhibitors of cholinesterase 3 homolog (C. elegans)","Ric3","7","320360","NM_178780","MGI:2443887","",""
"resistance to inhibitors of cholinesterase 8 homolog (C. elegans)","Ric8","7","101489","NM_053194","MGI:2141866","Q3TIR3",""
"resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)","Ric8b","10","237422","NM_183172","MGI:2682307","Q80XE1",""
"Rap1 interacting factor 1 homolog (yeast)","Rif1","2","51869","NM_175238","MGI:1098622","Q6PR54","G01934"
"Rab interacting lysosomal protein","Rilp","11","280408","XM_489700","MGI:2144271","Q5ND29",""
"RIMS binding protein 2","Rimbp2","5","231760","XM_132396","MGI:2443235","Q80U40",""
"regulating synaptic membrane exocytosis 1","Rims1","1","116837","NM_053270","MGI:2152971","Q99NE5",""
"regulating synaptic membrane exocytosis 2","Rims2","15","116838","NM_053271","MGI:2152972","Q9EQZ7",""
"regulating synaptic membrane exocytosis 3","Rims3","4","242662","NM_182929","MGI:2443331","Q80U57",""
"regulating synaptic membrane exocytosis 4","Rims4","2","241770","NM_183023","MGI:2674366","P60191","G00581"
"Ras and Rab interactor 1","Rin1","19","225870","NM_145495","MGI:2385695","Q921Q7",""
"Ras and Rab interactor 2","Rin2","2","74030","NM_028724","MGI:1921280","Q9D684",""
"Ras and Rab interactor 3","Rin3","12","217835","NM_177620","MGI:2385708","P59729",""
"ring finger protein 1","Ring1","17","19763","NM_009066","MGI:1101770","O35730",""
"RAD50 interactor 1","Rint1","5","72772","NM_177323","MGI:1916233","Q8BZ36",""
"RIO kinase 1 (yeast)","Riok1","13","71340","NM_024242","MGI:1918590","",""
"RIO kinase 2 (yeast)","Riok2","17","67045","NM_025934","MGI:1914295","Q9CQS5",""
"RIO kinase 3 (yeast)","Riok3","18","66878","NM_024182","MGI:1914128","Q9DBU3",""
"receptor (TNFRSF)-interacting serine-threonine kinase 1","Ripk1","13","19766","NM_009068","MGI:108212","Q60855",""
"receptor (TNFRSF)-interacting serine-threonine kinase 2","Ripk2","4","192656","NM_138952","MGI:1891456","P58801",""
"receptor-interacting serine-threonine kinase 3","Ripk3","14","56532","NM_019955","MGI:2154952","Q9QZL0",""
"receptor-interacting serine-threonine kinase 4","Ripk4","16","72388","NM_023663","MGI:1919638","",""
"receptor interacting protein kinase 5","Ripk5","1","213452","NM_172516","MGI:1925064","Q6XUX1",""
"Ras-like without CAAX 1","Rit1","3","19769","NM_009069","MGI:108053","P70426","G03208"
"Ras-like without CAAX 1","Rit1","3","19769","TC1463603","MGI:108053","P70426","G03208"
"Ras-like without CAAX 2","Rit2","18","19762","NM_009065","MGI:108054","P70425","G00122"
"ring finger (C3HC4 type) and KH domain containing 1","Rkhd1","10","237400","NM_198615","MGI:2681847","",""
"ring finger and KH domain containing 2","Rkhd2","18","240396","XM_140436","MGI:2652843","",""
"retinaldehyde binding protein 1","Rlbp1","7","19771","NM_020599","MGI:97930","Q9Z275",""
"rearranged L-myc fusion sequence","Rlf","4","109263","XM_355515","MGI:1924705","",""
"relaxin 1","Rln1","19","19773","NM_011272","MGI:97931","P47932",""
"relaxin 3","Rln3","8","212108","NM_173184","MGI:2158015","Q8CHK2",""
"RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae)","Rmi1","13","74386","NM_028904","MGI:1921636","Q9D4G9",""
"required for meiotic nuclear division 5 homolog A (S. cerevisiae)","Rmnd5a","6","68477","NM_024288","MGI:1915727","",""
"required for meiotic nuclear division 5 homolog B (S. cerevisiae)","Rmnd5b","11","66089","NM_025346","MGI:1913339","Q91YQ7",""
"ribonuclease, RNase A family, 1 (pancreatic)","Rnase1","14","19752","NM_011271","MGI:97919","P00683",""
"ribonuclease, RNase A family, 10 (non-active)","Rnase10","14","75019","XM_127683","MGI:1922269","Q9D5A9",""
"ribonuclease, RNase A family, 11 (non-active)","Rnase11","14","497113","NM_001011877","MGI:3528583","",""
"ribonuclease, RNase A family, 12 (non-active)","Rnase12","14","497106","NM_001011875","MGI:3528588","",""
"ribonuclease, RNase A family, 13 (non-active)","Rnase13","14","497071","NM_001011687","MGI:3528592","",""
"ribonuclease, RNase A family 4","Rnase4","14","58809","NM_021472","MGI:1926217","Q9JJH1",""
"ribonuclease, RNase A family, 6","Rnase6","14","78416","NM_030098","MGI:1925666","Q9D244",""
"ribonuclease, RNase A family, 9 (non-active)","Rnase9","14","328401","NM_183032","MGI:3057273","P60154",""
"ribonuclease H1","Rnaseh1","12","19819","NM_011275","MGI:1335073","O70338","G00812"
"ribonuclease H2, large subunit","Rnaseh2a","8","69724","XM_356099","MGI:1916974","Q9CWY8",""
"ribonuclease H2, subunit B","Rnaseh2b","14","67153","XM_127746","MGI:1914403","",""
"ribonuclease H2, subunit C","Rnaseh2c","19","68209","NM_026616","MGI:1915459","",""
"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)","Rnasel","1","24014","NM_011882","MGI:1098272","Q05921",""
"ribonuclease T2","Rnaset2","17","68195","NM_026611","MGI:1915445","Q9CQ01",""
"Rho family GTPase 1","Rnd1","15","223881","NM_172612","MGI:2444878","Q8BLR7","G01291"
"Rho family GTPase 2","Rnd2","11","11858","NM_009708","MGI:1338755","Q9QYM5",""
"Rho family GTPase 2","Rnd2","11","11858","TC1561123","MGI:1338755","Q9QYM5",""
"Rho family GTPase 3","Rnd3","2","74194","NM_028810","MGI:1921444","P61588","G00649"
"ring finger protein 10","Rnf10","5","50849","NM_016698","MGI:1859162","",""
"ring finger protein 103","Rnf103","6","22644","NM_009543","MGI:109483","Q9R1W3","G01407"
"ring finger protein 11","Rnf11","4","29864","NM_013876","MGI:1352759","Q9QYK7",""
"ring finger 111","Rnf111","9","93836","NM_033604","MGI:1934919","",""
"ring finger protein 113A2","Rnf113a2","12","66381","NM_025525","MGI:1913631","",""
"ring finger protein 12","Rnf12","X","19820","NM_011276","MGI:1342291","Q9WTV7",""
"ring finger protein 121","Rnf121","7","75212","NM_029211","MGI:1922462","",""
"ring finger protein 122","Rnf122","8","68867","NM_175136","MGI:1916117","",""
"ring finger protein 125","Rnf125","18","67664","NM_026301","MGI:1914914","Q9D9R0",""
"ring finger protein 126","Rnf126","10","70294","NM_144528","MGI:1917544","Q91YL2",""
"ring finger protein 128","Rnf128","X","66889","NM_023270","MGI:1914139","",""
"ring finger protein 13","Rnf13","3","24017","NM_011883","MGI:1346341","O54965","G02493"
"ring finger protein 13","Rnf13","3","24017","TC1519670","MGI:1346341","O54965","G02493"
"ring finger protein 130","Rnf130","11","59044","NM_021540","MGI:1891717","Q8VEM1",""
"ring finger protein 133","Rnf133","6","386611","NM_198251","MGI:2677436","",""
"ring finger protein 135","Rnf135","11","71956","NM_028019","MGI:1919206","",""
"ring finger protein 138","Rnf138","18","56515","NM_019706","MGI:1929211","",""
